fin_year,month,state_name,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Number_of_Completed_Works,Number_of_Ongoing_Works,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks,percentage_active_job_cards,log_Total_Households_Worked
2024-2025,,ASSAM,NALBARI,1454258.0,250.472595331118,24.0,27.0,16900.0,12165.0,40340.0,7225.0,26592.0,4404.0,3079.161629248,44021.0,60556.0,116392.0,203878.0,64.0,177439.0,292316.0,29065.0,2756.072698,578290.0,89.0,36.65,17.0,100.02,Good,65.59550042549834,10.69244478794205
2024-2025,,ASSAM,SONITPUR,2461736.0,247.642296035219,26.0,47.0,11040.0,15018.0,38883.0,5910.0,65192.0,9312.0,4048.152594957,53749.0,60629.0,128382.0,169122.0,50.0,235832.0,293130.0,26058.0,3571.43033,860630.0,91.0,48.71,15.93,100.15,Good,54.43790494928593,10.89209894598991
2024-2025,,ASSAM,LAKHIMPUR,2464136.0,250.430131830048,27.0,61.0,10690.0,29374.0,72274.0,15174.0,376245.0,77351.0,3714.196856565,43655.0,66795.0,139700.0,293548.0,135.0,226368.0,440092.0,40064.0,2995.928223,634360.0,92.0,47.09,5.17,99.94,Good,61.713669776646874,10.684096008866067
2024-2025,,ASSAM,SIVASAGAR,1967471.0,251.035322102716,26.0,99.0,5311.0,9258.0,54161.0,8573.0,149866.0,14359.0,2642.869649831,36719.0,51572.0,84208.0,163663.0,140.0,126216.0,224895.0,14569.0,2448.3726,530052.0,81.0,47.06,17.93,100.01,Good,66.71737339164606,10.511076844734427
2024-2025,,ASSAM,KARIMGANJ,2471677.0,246.230648971299,25.0,33.0,24828.0,19460.0,149327.375,23071.0,16174.0,1748.0,3815.293528682,47236.0,55391.0,134508.0,179662.0,218.0,222077.0,278145.0,44288.0,2965.560077,554376.0,96.0,56.3,4.58,99.98,Good,60.568181306483794,10.762932762790928
2024-2025,,ASSAM,CHARAIDEO,750677.0,250.699093354815,23.0,34.0,1357.0,1926.0,2620.0,1195.0,5174.0,1907.0,808.673817075,11137.0,13745.0,42093.0,70606.0,73.0,83590.0,128350.0,3283.0,659.75979,147779.0,63.0,71.35,6.1,100.01,Good,50.35650197392032,9.318117964149614
2024-2025,,ASSAM,WEST KARBI ANGLONG,432969.0,249.886238902968,27.0,6.0,1499.0,6274.0,1137.0,1463.0,172079.0,40190.0,504.483728,7044.0,8740.0,28157.0,54646.0,16.0,64460.0,115300.0,7773.0,482.17299,126630.0,93.0,66.64,3.93,99.53,Bad,43.681352776915915,8.86007342433278
2024-2025,,ASSAM,JORHAT,1936740.0,251.704890019996,23.0,34.0,4308.0,6426.0,53172.0,8063.0,92356.0,10535.0,2048.919881453,33115.0,37403.0,86701.0,131838.0,100.0,169542.0,236861.0,10734.0,1938.48004,488382.0,79.0,57.21,11.14,100.03,Good,51.138360996095365,10.407771828258696
2024-2025,,ASSAM,DIBRUGARH,2127425.0,252.184503213746,20.0,68.0,6156.0,7943.0,40227.0,7746.0,92490.0,25704.0,2671.897677491,41612.0,53114.0,129580.0,230829.0,148.0,207048.0,333463.0,14099.0,2147.739409,517616.0,77.0,57.86,6.85,99.89,Good,62.58452146362197,10.6361678974314
2024-2025,,ASSAM,HAILAKANDI,1839547.0,259.221317471686,28.0,85.0,7314.0,14968.0,112027.0,15545.0,12541.0,2450.0,5089.222851772,62277.0,83869.0,122463.0,215225.0,17.0,170615.0,274760.0,22282.0,4661.794698,698848.0,87.0,64.21,4.3,99.96,Good,71.77739354687455,11.039363512394406
2024-2025,,ASSAM,CHIRANG,1518528.0,250.889457888733,31.0,22.0,15223.0,19369.0,43086.0,10343.0,384262.0,75814.0,2513.13268377,21404.0,29576.0,78294.0,162307.0,10.0,130063.0,258198.0,34592.0,1711.251761,391216.0,93.0,16.85,1.5,99.98,Good,60.19698146282955,9.971379818579047
2024-2025,,ASSAM,KAMRUP (METRO),400624.0,251.349207464448,35.0,0.0,2484.0,3057.0,38462.0,7609.0,34153.0,9959.0,392.297199644,4046.0,4903.0,16114.0,33730.0,3.0,51347.0,95274.0,5541.0,357.7403,85053.0,93.0,21.39,1.22,100.65,Good,31.38255399536487,8.305731144875866
2024-2025,,ASSAM,HOJAI,1126211.0,251.692592533722,25.0,163.5,10525.0,14719.0,119921.0,20799.0,32073.0,5512.0,1987.828873585,26990.0,35997.0,90349.0,156805.0,6.0,159706.0,253889.0,25244.0,1741.826002,365213.0,93.0,26.37,5.73,99.93,Good,56.57207618999912,10.203258756085228
2024-2025,,ASSAM,BAJALI,374082.0,248.17718539712,27.0,29.0,6621.0,3306.0,6227.0,2193.0,4611.0,2102.0,756.830497146,9257.0,13430.0,40880.0,85674.0,4.0,65366.0,124407.0,9927.0,621.06837,130698.0,92.0,28.79,0.51,99.65,Good,62.540158492182485,9.133243321591216
2024-2025,,ASSAM,WEST KARBI ANGLONG,415206.0,252.397489515546,26.0,6.0,671.0,6719.0,976.0,1449.0,154924.0,39722.0,443.1711705,6487.0,8047.0,27859.0,54084.0,15.0,64271.0,114932.0,7390.0,436.33216,113592.0,93.0,66.68,3.98,99.53,Bad,43.34614367288513,8.77770959579525
2024-2025,,ASSAM,BONGAIGAON,563137.0,261.267897809325,22.0,12.0,9289.0,14693.0,33551.0,10732.0,4022.0,2237.0,1278.438831371,15011.0,21173.0,84340.0,176511.0,6.0,157501.0,316258.0,23982.0,895.550586,166274.0,93.0,30.87,3.32,99.92,Good,53.54886635640409,9.616605160254911
2024-2025,,ASSAM,KAMRUP,2190238.0,252.528013514559,32.0,51.0,9312.0,23839.0,122959.0,22236.0,194167.0,42504.0,4235.658410734,49566.0,66878.0,165310.0,323507.0,167.0,361992.0,654007.0,33151.0,4048.05436,847460.0,92.0,32.13,27.31,99.94,Good,45.66675506641031,10.811080568707087
2024-2025,,ASSAM,CHIRANG,1518528.0,251.483734602753,31.0,22.0,15116.0,19330.0,42818.0,10338.0,381739.0,75783.0,2505.62035377,21191.0,29254.0,78286.0,162309.0,10.0,130077.0,258247.0,34446.0,1703.739431,388572.0,93.0,16.72,1.51,99.98,Good,60.184352345149414,9.961379030951905
2024-2025,,ASSAM,CHARAIDEO,718510.0,250.342586004483,22.0,31.0,1152.0,1839.0,2205.0,1195.0,4513.0,1909.0,705.746526475,10051.0,12315.0,41962.0,70452.0,54.0,83619.0,128457.0,2991.0,562.95038,126755.0,62.0,73.12,6.79,99.98,Good,50.18237481912006,9.215526898663482
2024-2025,,ASSAM,SOUTH SALMARA-MANKACHAR,571370.0,243.965258162945,20.0,28.0,3486.0,28658.0,8166.0,1001.0,1376.0,699.0,1677.331001279,21238.0,23796.0,77491.0,100098.0,0.0,139482.0,170937.0,32144.0,1080.187896,207831.0,97.0,11.17,0.42,99.53,Bad,55.55627249394187,9.963594393268247
2024-2025,,ASSAM,BAJALI,374082.0,247.263997305782,26.0,29.0,6615.0,3302.0,6171.0,2193.0,4611.0,2102.0,752.495407146,9238.0,13401.0,40874.0,85662.0,4.0,65366.0,124404.0,9917.0,616.73328,130332.0,92.0,28.88,0.52,99.65,Good,62.530979408255064,9.131188933670746
2024-2025,,ASSAM,WEST KARBI ANGLONG,415206.0,252.494371617907,26.0,6.0,670.0,6718.0,976.0,1449.0,154840.0,39718.0,443.1114105,6482.0,8042.0,27854.0,54079.0,15.0,64271.0,114927.0,7388.0,436.2724,113550.0,93.0,66.71,3.98,99.53,Bad,43.338364114452865,8.776938645174996
2024-2025,,ASSAM,DARRANG,1221332.0,259.835332885261,28.0,59.0,5919.0,4047.0,38532.0,7544.0,5109.0,1123.0,4350.129112088,52425.0,79481.0,143887.0,279479.0,96.0,224123.0,397851.0,9966.0,3939.423244,756887.0,76.0,42.52,38.16,99.91,Good,64.20001517024134,10.867157930457058
2024-2025,,ASSAM,NAGAON,2439385.0,250.955448772827,26.0,163.5,16743.0,19573.0,133734.0,18408.0,65766.0,11795.0,6044.635301516,82853.0,112851.0,219023.0,358252.0,170.0,378000.5,563339.0,36316.0,5452.348424,1138919.0,89.0,30.7,20.02,99.9,Good,57.942515949052975,11.324835301713406
2024-2025,,ASSAM,SIVASAGAR,1888355.0,250.495071878289,24.0,95.0,4625.0,8852.0,48142.0,8535.0,127672.0,14005.0,2367.213649831,34888.0,48511.0,83736.0,163024.0,86.0,126000.0,224748.0,13477.0,2172.7166,473281.0,80.0,47.43,18.17,99.86,Good,66.45714285714286,10.459926872262475
2024-2025,,ASSAM,Dima Hasao,341755.0,243.562294902886,26.0,7.0,854.0,4117.0,2637.0,572.0,124433.0,40489.0,402.590773141,5109.0,6436.0,20594.0,44119.0,5.0,35076.0,71383.0,4971.0,334.442694,58365.0,81.0,62.17,5.22,100.37,Good,58.71250997833276,8.53895468319775
2024-2025,,ASSAM,KAMRUP (METRO),400624.0,252.279857245434,35.0,0.0,2474.0,3031.0,37893.0,7571.0,33898.0,9959.0,389.416269644,4011.0,4854.0,16087.0,33676.0,3.0,51343.0,95264.0,5505.0,354.85937,84135.0,93.0,21.6,1.24,100.65,Good,31.332411429016616,8.297045149081827
2024-2025,,ASSAM,MAJULI,535047.0,247.521814867434,27.0,19.0,2621.0,7307.0,46967.0,5580.0,176315.0,23063.0,984.339449,13707.0,20310.0,29081.0,48079.0,30.0,34927.0,55336.0,9928.0,947.77093,182219.0,94.0,26.21,9.74,99.93,Good,83.26223265668395,9.525734882994499
2024-2025,,ASSAM,NALBARI,1402051.0,250.141085973946,23.0,27.0,14799.0,13636.0,35007.0,7177.0,23222.0,4367.0,2593.971300648,39043.0,54092.0,115620.0,202713.0,43.0,177216.0,291878.0,28435.0,2274.035114,476904.0,89.0,37.53,15.59,99.92,Good,65.24241603466956,10.572444494294857
2024-2025,,ASSAM,DARRANG,1221332.0,260.309636391274,29.0,59.0,5948.0,4200.0,38742.0,7550.0,5122.0,1123.0,4383.697312088,52588.0,79755.0,143960.0,279607.0,98.0,224162.0,397930.0,10148.0,3972.991444,761817.0,76.0,42.39,38.09,99.92,Good,64.2214113007557,10.870262251380735
2024-2025,,ASSAM,Morigaon,1772076.0,256.394761528869,26.0,42.0,21801.0,19156.0,124856.0,28259.875,149747.0,33560.0,2829.813098852,40213.0,57071.0,145732.0,263533.0,16.0,231791.0,383382.0,40957.0,2689.4067,545943.0,94.0,32.71,24.65,99.85,Good,62.87215638225816,10.601970472685592
2024-2025,,ASSAM,GOLAGHAT,2271562.0,248.136552556475,25.0,72.0,15507.0,17719.0,62654.0,14520.0,164424.0,33428.0,2911.997487887,35212.0,47519.0,135261.0,256761.0,148.0,219499.0,393658.0,33226.0,2226.650873,479728.0,93.0,19.88,20.53,99.95,Good,61.62260420320822,10.469170611586833
2024-2025,,ASSAM,DIBRUGARH,2127425.0,251.943299559797,20.0,68.0,6149.0,7950.0,40227.0,7746.0,92490.0,25704.0,2669.840937491,41613.0,53115.0,129581.0,230824.0,148.0,207043.0,333451.0,14099.0,2145.682669,517616.0,77.0,57.86,6.85,99.89,Good,62.58651584453471,10.636191928094528
2024-2025,,ASSAM,KOKRAJHAR,2276563.0,247.404001661786,32.0,117.0,17814.0,27437.0,30361.0,5948.0,460323.625,113522.125,6085.796339865,65459.0,94260.0,151570.0,323300.0,130.0,260545.0,536071.0,45251.0,5294.1141142,1187938.0,92.0,57.47,5.12,100.5,Good,58.17421174845037,11.089194548055172
2024-2025,,ASSAM,BARPETA,988584.0,250.220630267219,25.0,163.5,12464.0,7763.0,46604.0,8841.0,8206.0,2467.0,2378.408151906,31035.0,43773.0,172935.0,297273.0,28.0,267041.0,439943.0,20227.0,1975.03147,373576.0,88.0,40.83,0.43,99.95,Good,64.75971854509233,10.34290310001384
2024-2025,,ASSAM,KAMRUP,2119994.0,251.772113194056,30.0,50.0,8191.0,24360.0,110481.0,22274.0,174329.0,42504.0,3811.811308859,47305.0,63621.0,165002.0,323793.0,126.0,362052.0,655017.0,32551.0,3633.71613,762209.0,92.0,32.32,27.9,99.92,Good,45.574116425264876,10.764392416329548
2024-2025,,ASSAM,DARRANG,1221004.0,259.019873181773,28.0,56.0,5754.0,3661.0,36202.0,7548.0,4673.0,1124.0,4144.501334288,51020.0,77232.0,143660.0,279094.0,64.0,224094.0,397853.0,9415.0,3735.232344,719192.0,75.0,42.38,38.44,99.91,Good,64.1070265156586,10.839992591660524
2024-2025,,ASSAM,DHEMAJI,2580503.0,247.642609571158,31.0,163.5,21018.0,28843.0,110348.0,15232.0,460323.625,113522.125,6144.58385887,67238.0,102264.0,127895.0,295670.0,174.0,195492.0,414202.0,49861.0,5187.342502,1236765.0,92.0,54.47,1.18,100.0,Good,65.42211445992675,11.11600871531202
2024-2025,,ASSAM,GOLAGHAT,2173997.0,248.433753036862,25.0,65.0,14531.0,15313.0,58540.0,14908.0,145968.0,34152.0,2673.234007887,30967.0,41144.0,135759.0,269033.0,131.0,221358.0,410097.0,29844.0,1987.887393,429047.0,92.0,20.06,21.54,99.91,Good,61.33006261350392,10.340709692257484
2024-2025,,ASSAM,SIVASAGAR,1809240.0,251.624101212677,23.0,94.0,4526.0,8566.0,44034.0,8513.0,112266.0,13902.0,2213.005459831,33656.0,46519.0,83529.0,162567.0,64.0,125882.0,224382.0,13092.0,2018.50841,439141.0,80.0,46.31,18.69,99.85,Good,66.35499912616577,10.423976337213075
2024-2025,,ASSAM,HAILAKANDI,1776886.0,255.507204596663,25.0,81.0,6407.0,15715.0,99341.0,15481.0,11062.0,2439.0,4241.029041772,57915.0,77250.0,121650.0,213401.0,12.0,170053.0,273234.0,22122.0,3813.600888,580967.0,87.0,65.77,4.6,99.86,Good,71.53652096699264,10.966748963901312
2024-2025,,ASSAM,HOJAI,1086013.0,250.508255644448,24.0,163.5,5765.0,19164.0,110490.0,20735.0,29164.0,5472.0,1837.296443585,25903.0,34412.0,90066.0,156195.0,4.0,159528.0,253444.0,24929.0,1591.293572,335145.0,93.0,27.73,4.98,99.8,Good,56.45780051150895,10.162152675917417
2024-2025,,ASSAM,MAJULI,519033.0,248.451950161913,26.0,19.0,2620.0,7230.0,43579.0,5561.0,168705.0,23008.0,932.704889,13418.0,19859.0,29042.0,47966.0,22.0,34795.0,55021.0,9850.0,896.13637,171814.0,94.0,26.57,9.17,99.92,Good,83.46601523207357,9.504426892100957
2024-2025,,ASSAM,DHUBRI,1340370.0,250.307421438541,21.0,58.0,9215.0,18233.0,11345.0,2860.0,975.0,322.0,3407.699100376,50992.0,70358.0,203121.0,378612.0,12.0,378000.5,664837.0,27448.0,2804.754731,555837.0,83.0,24.87,26.36,100.27,Good,53.73564320682116,10.839443647384186
2024-2025,,ASSAM,KOKRAJHAR,2276563.0,246.186980140825,31.0,113.0,16361.0,28216.0,27191.0,5917.0,460323.625,113522.125,5592.527749865,61091.0,87641.0,151150.0,323040.0,109.0,260330.0,536621.0,44577.0,4800.8455242,1082965.0,92.0,56.98,5.27,100.57,Good,58.060922675066266,11.020136203690337
2024-2025,,ASSAM,SONITPUR,2272130.0,248.446961436035,22.0,38.0,7189.0,17361.0,26918.0,6368.0,47346.0,9953.0,2920.503161157,44200.0,49537.0,134878.0,180365.0,10.0,245877.0,308897.0,24550.0,2444.270896,588023.0,91.0,48.23,14.54,100.2,Good,54.85588322616592,10.69650269224425
2024-2025,,ASSAM,Morigaon,1704382.0,258.140491214638,22.0,36.0,21156.0,18986.0,100689.0,28259.875,118561.0,33440.0,2217.345418852,35438.0,49722.0,145250.0,262809.0,4.0,232211.0,384324.0,40142.0,2076.93902,420701.0,94.0,31.84,23.64,99.96,Good,62.55086968317608,10.475568187616629
2024-2025,,ASSAM,CACHAR,1840156.0,243.185299142036,24.0,22.0,14019.0,39510.0,56160.0,14216.0,8611.0,3349.0,1308.55930676,21174.0,22621.0,158977.0,205799.0,0.0,368251.0,450843.0,54666.0,1274.08426,224046.0,94.0,15.24,2.52,100.03,Good,43.1708264200233,9.960576519520256
2024-2025,,ASSAM,CHARAIDEO,686343.0,252.185274378816,21.0,29.0,910.0,1839.0,1762.0,1191.0,3863.0,1901.0,631.312499375,9181.0,11176.0,41796.0,70132.0,48.0,83607.0,128361.0,2749.0,491.1283,110309.0,59.5,73.67,7.26,99.99,Good,49.991029459255806,9.125000324809168
2024-2025,,ASSAM,WEST KARBI ANGLONG,397442.0,253.190356748504,24.0,5.0,610.0,6669.0,839.0,1425.0,132154.0,39329.0,378.3047105,5998.0,7413.0,27639.0,53606.0,7.0,64102.0,114566.0,7279.0,371.4657,96833.0,93.0,66.63,4.31,99.63,Good,43.117219431531,8.699348067653093
2024-2025,,ASSAM,TAMULPUR,1144033.0,239.918398049879,21.0,3.0,5253.0,21778.0,44742.0,16708.0,163987.0,51641.0,1145.07730506,16577.0,21554.0,62295.0,127362.0,1.0,123555.0,218713.0,27031.0,848.39704,209340.0,94.0,38.03,1.96,100.65,Good,50.41884181133908,9.715831794151471
2024-2025,,ASSAM,GOALPARA,1201975.0,250.106401821862,25.0,35.0,13911.0,14036.0,20394.0,7207.0,160330.0,49090.0,2092.46447234,30616.0,42847.0,112335.0,230277.0,6.0,221409.0,401122.0,27947.0,1957.07259,405967.0,93.0,66.0,2.34,99.94,Good,50.736419928729184,10.329310689232171
2024-2025,,ASSAM,SONITPUR,2272130.0,246.896456988097,22.0,38.0,7170.0,17361.0,26618.0,6371.0,47029.0,9964.0,2853.761201157,43639.0,48938.0,134775.0,180282.0,10.0,245789.0,308844.0,24531.0,2377.528936,575509.0,91.0,48.51,14.61,100.2,Good,54.833617452367676,10.683729439947006
2024-2025,,ASSAM,LAKHIMPUR,2271344.0,249.881487887072,23.0,41.0,8574.0,29218.0,53428.0,17460.0,273370.0,85377.0,2613.266920167,36517.0,55251.0,149045.0,340949.0,27.0,244037.0,501863.0,37792.0,2159.993073,459235.0,92.0,48.13,5.74,99.96,Good,61.0747550576347,10.505560568696678
2024-2025,,ASSAM,GOLAGHAT,2173997.0,248.645779186983,24.0,59.0,13497.0,16197.0,53639.0,14983.0,133812.0,34390.0,2498.594787287,29494.0,39026.0,135667.0,271730.0,112.0,221411.0,413133.0,29694.0,1815.412563,391461.0,92.0,20.11,22.48,100.01,Good,61.27383011684153,10.291976036437175
2024-2025,,ASSAM,JORHAT,1855290.0,251.419717288873,21.0,32.0,3059.0,6996.0,44050.0,8002.0,77955.0,10405.0,1754.430631453,30415.0,34134.0,86120.0,130899.0,70.0,169416.0,236551.0,10055.0,1643.99079,415287.0,78.0,57.07,10.99,100.06,Good,50.83345138593758,10.322724064728211
2024-2025,,ASSAM,KARBI ANGLONG,1107169.0,249.352113678733,34.0,27.0,6537.0,14010.0,36769.0,9260.0,460323.625,113522.125,3334.891803293,36560.0,43614.0,92532.0,171814.0,43.0,156936.0,268328.0,20547.0,3187.39077,824024.0,78.0,49.14,38.01,100.13,Good,58.96161492582964,10.506737377491612
2024-2025,,ASSAM,CHIRANG,1453130.0,251.568102004935,32.0,21.0,14200.0,19271.0,32201.0,12452.0,298476.0,84682.0,2121.11914377,16328.0,22307.0,84282.0,186799.0,4.0,139309.0,290241.0,33471.0,1319.238221,299462.0,94.0,12.01,1.19,100.05,Good,60.50003948057915,9.70069794710231
2024-2025,,ASSAM,CHARAIDEO,686343.0,251.735266181897,21.0,28.0,909.0,1838.0,1633.0,1191.0,3834.0,1901.0,625.200019375,9108.0,11087.0,41788.0,70117.0,44.0,83599.0,128344.0,2747.0,485.01582,109220.0,59.5,73.65,7.18,99.99,Good,49.986243854591564,9.11701821474481
2024-2025,,ASSAM,MAJULI,519033.0,249.110285388024,25.0,19.0,2589.0,7152.0,39183.0,5678.0,158612.0,23290.0,861.180859,13013.0,19264.0,29000.0,48872.0,15.0,34682.0,55946.0,9741.0,824.61234,157882.0,94.0,27.3,9.1,99.96,Good,83.61686177267747,9.47378098005493
2024-2025,,ASSAM,KOKRAJHAR,2276563.0,246.785096021189,31.0,112.0,16134.0,28245.0,25968.0,5944.0,460323.625,113522.125,5455.019774865,59861.0,85785.0,151052.0,323327.0,101.0,260379.0,537236.0,44379.0,4663.3375492,1049442.0,92.0,56.94,5.29,100.54,Good,58.0123589075924,10.999797192141562
2024-2025,,ASSAM,GOALPARA,1201975.0,248.988471194673,25.0,35.0,13885.0,14053.0,20365.0,7333.0,157966.0,50451.0,2075.24114234,30454.0,42623.0,112697.0,233286.0,6.0,221808.0,404224.0,27938.0,1939.84926,403948.0,93.0,66.29,2.32,99.94,Good,50.808356777032394,10.324005463270584
2024-2025,,ASSAM,Morigaon,1704382.0,254.931258106355,22.0,36.0,21117.0,18947.0,98243.0,28259.875,114446.0,33401.0,2119.685038852,34704.0,48612.0,145129.0,262697.0,4.0,232215.0,384654.0,40064.0,1979.27864,405952.0,94.0,31.55,23.41,99.95,Good,62.49768533471136,10.454639047773684
2024-2025,,ASSAM,HAILAKANDI,1776886.0,261.472711518248,23.0,75.0,6214.0,15425.0,82988.0,15343.0,9434.0,2424.0,3613.998703772,52156.0,68878.0,120744.0,211528.0,5.0,169687.0,272098.0,21639.0,3186.57055,472086.0,87.0,64.63,4.75,99.93,Good,71.15689475328104,10.86201367960904
2024-2025,,ASSAM,Biswanath,2427218.0,249.260016721043,29.0,150.0,5194.0,20310.0,96572.0,14587.0,213156.0,35841.0,3482.632056712,40429.0,56143.0,104319.0,177759.0,55.0,153460.0,239453.0,25504.0,2930.709543,662674.0,90.0,42.39,13.21,100.18,Good,67.97797471653851,10.607327362634816
2024-2025,,ASSAM,BAJALI,365791.0,248.691294871795,26.0,27.0,5946.0,3784.0,5675.0,2365.0,4140.0,2139.0,669.902550146,8882.0,12844.0,42502.0,92105.0,2.0,67438.0,131699.0,9730.0,581.93763,122370.0,92.0,30.79,0.56,99.74,Good,63.0238144666212,9.0918946167697
2024-2025,,ASSAM,KOKRAJHAR,2276563.0,246.794853736669,31.0,113.0,16278.0,28228.0,26852.0,5937.0,460323.625,113522.125,5566.664119865,60689.0,87066.0,151192.0,323245.0,109.0,260413.0,536931.0,44506.0,4774.9818942,1074112.0,92.0,56.94,5.31,100.55,Good,58.05854546432013,11.013534218829902
2024-2025,,ASSAM,KAMRUP,2119994.0,252.245631439815,29.0,48.0,7584.0,24659.0,101103.0,22197.0,158330.0,42402.0,3529.720635059,45521.0,61056.0,164724.0,323260.0,111.0,361881.0,654748.0,32243.0,3358.80193,701658.0,92.0,32.71,28.5,100.01,Good,45.51883077586278,10.725951004566129
2024-2025,,ASSAM,TINSUKIA,1667826.0,257.064214558997,19.0,17.0,4091.0,9487.0,7011.0,2754.0,41875.0,16724.0,1130.897973327,20369.0,24572.0,107253.0,172770.0,3.0,208460.0,295835.0,13578.0,1010.52971,235493.0,80.0,58.5,5.72,100.09,Good,51.450158303751316,9.921818509220852
2024-2025,,ASSAM,KARBI ANGLONG,1107169.0,249.150136553842,34.0,27.0,6537.0,14017.0,36774.0,9260.0,460323.625,113522.125,3335.912703293,36597.0,43661.0,92542.0,171827.0,43.0,156953.0,268352.0,20554.0,3188.41167,825008.0,78.0,49.1,38.03,100.13,Good,58.9615999694176,10.507748873087632
2024-2025,,ASSAM,KARIMGANJ,2254418.0,244.696366009863,20.0,24.0,14659.0,27808.0,114741.0,23177.0,10103.0,1771.0,2218.233573136,34437.0,40195.0,136183.0,182227.0,32.0,225608.0,282852.0,42467.0,1754.49252,331586.0,96.0,58.13,3.82,99.94,Good,60.36266444452324,10.446915884846131
2024-2025,,ASSAM,CACHAR,1840156.0,243.206017003319,24.0,22.0,14004.0,39510.0,55695.0,14235.0,8567.0,3348.0,1297.75519676,21036.0,22476.0,159048.0,205889.0,0.0,368331.0,450938.0,54632.0,1263.28015,222415.0,94.0,15.33,2.49,100.03,Good,43.18072603174862,9.954038071134029
2024-2025,,ASSAM,Biswanath,2427218.0,248.565450302912,29.0,154.0,5363.0,20170.0,97634.0,14439.0,215615.0,35758.0,3504.798036712,40637.0,56444.0,104032.0,176831.0,55.0,152144.0,236997.0,25533.0,2952.875523,669364.0,90.0,42.21,13.26,100.18,Good,68.3773267430855,10.612458868442959
2024-2025,,ASSAM,MAJULI,519033.0,249.324327144373,25.0,19.0,2589.0,7165.0,39911.0,5591.0,159548.0,23174.0,872.892069,13071.0,19358.0,29000.0,48291.0,15.0,34677.0,55284.0,9754.0,836.32355,160110.0,94.0,27.18,9.07,99.96,Good,83.62891830319809,9.478227817099784
2024-2025,,ASSAM,WEST KARBI ANGLONG,397442.0,254.25615507293,24.0,5.0,610.0,6669.0,839.0,1425.0,131570.0,39319.0,378.3047105,5978.0,7385.0,27634.0,53596.0,7.0,64102.0,114565.0,7279.0,371.4657,96511.0,93.0,66.89,4.33,99.63,Good,43.10941936289039,8.696008608880904
2024-2025,,ASSAM,DHUBRI,1340370.0,251.903778241738,22.0,62.0,10010.0,17609.0,11811.0,2859.0,1156.0,322.0,3563.791150376,52051.0,72005.0,203044.0,377925.0,16.0,378000.5,663806.0,27619.0,2960.846781,581937.0,83.0,23.87,26.39,100.22,Good,53.71527286339568,10.859998497896648
2024-2025,,ASSAM,BONGAIGAON,542513.0,262.40756857476,22.0,11.0,8917.0,15014.0,31095.0,10725.0,3593.0,2231.0,1210.962561371,14165.0,19933.0,84218.0,176233.0,5.0,157350.0,315941.0,23931.0,828.074316,152835.0,93.0,29.63,3.63,99.82,Good,53.522720050842075,9.558600006313569
2024-2025,,ASSAM,BARPETA,988584.0,250.737130551927,25.0,163.5,12397.0,7829.0,46401.0,8867.0,8194.0,2475.0,2368.834841906,30858.0,43507.0,173330.0,299529.0,28.0,267447.0,442187.0,20226.0,1965.45816,370850.0,88.0,40.69,0.43,99.95,Good,64.80910236420674,10.337183720985118
2024-2025,,ASSAM,KAMRUP,2119994.0,252.241115486271,30.0,50.0,8109.0,24400.0,108909.0,22243.0,171905.0,42485.0,3786.532978859,47114.0,63372.0,165029.0,323754.0,126.0,362086.0,655020.0,32509.0,3608.4378,755153.0,92.0,32.59,28.1,99.92,Good,45.57729379208254,10.760346700640856
2024-2025,,ASSAM,SONITPUR,2272130.0,247.686225323709,23.0,40.0,7601.0,17157.0,30897.0,6360.0,54200.0,9946.0,3197.877861157,47125.0,52865.0,135304.0,180817.0,16.0,246149.0,309100.0,24758.0,2721.645596,655008.0,91.0,48.74,14.97,100.15,Good,54.96833218903997,10.760580144684319
2024-2025,,ASSAM,NAGAON,2375005.0,250.788537329903,24.0,163.5,14975.0,20964.0,124588.0,18313.0,59763.0,11683.0,5475.965543316,78150.0,105822.0,217953.0,356630.0,93.0,378000.5,562927.0,35939.0,4890.725074,1020385.0,89.0,31.05,19.2,99.88,Good,57.65944754041331,11.266398131673066
2024-2025,,ASSAM,SIVASAGAR,1809240.0,251.068881180404,23.0,92.0,4521.0,8549.0,43889.0,8512.0,111690.0,13888.0,2192.151709831,33413.0,46216.0,83490.0,162468.0,61.0,125831.0,224262.0,13070.0,1997.65466,435267.0,80.0,46.14,18.69,99.85,Good,66.35089922197233,10.416730252817723
2024-2025,,ASSAM,CACHAR,1840156.0,253.116925226701,25.0,29.0,14809.0,39510.0,65954.0,14291.0,9673.0,3352.0,1579.37039316,23758.0,25357.0,159210.0,206119.0,1.0,368181.0,450783.0,54940.0,1543.31211,261311.0,94.0,15.23,3.21,100.65,Good,43.242318316262924,10.075716685048787
